id,title,authors_v7_raw,authors_v7a,source,changed
0167,System-Level Electro-Mechanical Modeling for Noise-Induced Bias Instability Prediction in MEMS Gyroscopes,"Lyu-Ran Wang, Man-Ching Huang, Chien-Ching Ho, Jen-Chieh Li and Chung-Yang Sue","Lyu-Ran Wang, Man-Ching Huang, Chien-Ching Ho, Jen-Chieh Li, Chung-Yang Sue",v7_pdf_cleaned,yes
0173,Magnetic Field Sensor Utilizing Bipolar Junction Transistor Characteristics,"Qing-Hua Shih1, Zhi-Xuan Dai 1*","Qing-Hua Shih, Zhi-Xuan Dai",v7_pdf_cleaned,yes
0129,SAR-Controlled Digital Offset Calibration for CMOS MEMS Capacitive Accelerometer Readouts,"C. T. Hsin1, Y. Feng2, C. L. Wei2, C. Y. Chang1, and S. H. Tseng1","Chin-Te Hsin, Yi Feng, Chia-Ling Wei, Cheng-Yang Chang, Sheng-Hsiang Tseng",v6_fallback_cleaned,yes
0166,Triboiontronics Based on Metal-Dielectric Hybrid Surfaces,"Simran Sharma1,2, Tzu-En Lin1*, and Zong-Hong Lin2*","Simran Sharma, Tzu-En Lin, Zong-Hong Lin",v7_pdf_cleaned,yes
0182,Acoustic-Based Estimation of Lung Deposition in Dry Powder Inhalers,"M.-W. Chang¹, C.-W. Chiu¹, W.-J. Wu², W.-R. Ke³, C.-H. Fan³, and Y.-T. Liao¹","Mou-Wei Chang, Chih-We Chiu, Wen-Jui Wu, Wei-Ren Ke, Chih-Hao Fan, Yu- Te Liao",v6_fallback_cleaned,yes
0443,A Pyramidal Nanopore for ssDNA Sequencing,"Jianxin Yang1, Dehua Hu1, Tianle Pan1, and Ho-Pui Ho1*","Jianxin Yang, Dehua Hu, Tianle Pan, Ho-Pui Ho",v7_pdf_cleaned,yes
0425,Advanced Energy Materials and Devices for Low-grade Heat Harvesting and Flexible Thermal Sensing,Dongyan Xu,Dongyan Xu,v7_pdf_cleaned,no
0120,Comparative Analysis of Switching Performance and Power Loss in E-Mode GaN HEMTs with different Clamp Topologies Using Double Pulse Testing,"Susmita Mistri1*, Hao Chung Kuo 1,2","Susmita Mistri, Hao Chung Kuo",v7_pdf_cleaned,yes
0142,Channel-Orientation-Controlled LCD 3D Printing of DIW Nozzles,"Naoto Sasaki1, Koshi Hatano1, Shunya Okamoto1, Takayuki Shibata1,","Naoto Sasaki, Koshi Hatano, Shunya Okamoto, Takayuki Shibata",v7_pdf_cleaned,yes
0433,Microphysiological Muscle and Retinal Systems for Disease Modeling and Therapeutic Screening,"The demand for more predictive human-relevant models in biomedical research has stimulated the development of advanced microphysiological systems (MPS), commonly known as organ-on-a-chip platforms. These systems overcome the limitations of conventional 2D culture by recapitulating key architectural and functional features of human tissues within a 3D microenvironment. This presentation focuses on the application of MPS for modeling two distinct yet clinically critical tissues: skeletal muscle and the retina. For muscle, we introduce our 3D stem cell-derived muscle tissue system designed to mimic native myofiber alignment and contraction, which enables the modeling of muscule",Hon Fai Chan,v6_fallback_cleaned,yes
0122,Bandwidth Limits of Duty-Cycled CMOS-MEMS Gas Sensors: A Predictive Electro-Thermal Framework,"A. Šukys1 and C.-F. Chen1, 2, *","Andrius Šukys, Chien-Fu Chen",v6_fallback_cleaned,yes
0212,Engineering Interconnected Porous Structures in Battery Electrodes via Controlled Particle Assembly,"W. Kim1, H. Nam2, Oh. B. Chae2, J. Lim1","Wongi Kim, H. Nam, Oh. B. Chae, Jongkyeong Lim",v6_fallback_cleaned,yes
0348,Nanocantilever with High Figure-of-Merit for High-Speed Atomic Force Microscopy Applications,"Eying Sim Wong1, Aron Michael1, Jayden D.R Moore1, Hemanshu Pota2","Eying Sim Wong, Aron Michael, Jayden D.R Moore, Hemanshu Pota",v7_pdf_cleaned,yes
0183,Rapid Impedimetric Detection of Vibrio harveyi Using Aptamer-Modified Magnetic Beads in a Capillary-Driven Microfluidic Device,"Avinash V Police Patil1, Chia-Yu Hsieh2, and Ching-Chou Wu1,3,*","Avinash V Police Patil, Chia-Yu Hsieh, Ching-Chou Wu",v7_pdf_cleaned,yes
0147,Analytical Modeling of Serpentine Spring for Gold Proof-mass Single-axis MEMS Accelerometer,"H. Takahata, T. Kurioka, T. Yamada, C. Mukaide, K. Machida, T. M. Chang, C. Chen, Y. Miyake, H. Ito, and M. Sone","Hisashi Takahata, Tomoyuki Kurioka, Torauto Yamada, Chihaya Mukaide, Katsuyuki Machida, Chang Tso-Fu Mark, Chen Chun-Yi, Yoshihiro Miyake, Hiroyuki Ito, Masato Sone",v6_fallback_cleaned,yes
0430,MusTer: A Generalizable Microfluidic Platform Combining Multi-Parametric Droplet Sorting and Multi-Droplet Merging in Single-Cell Sequencing,"Guangyao Chenga, †, Luoquan Lia, †, Weilun Liub, †, Silin Zhongb,*, Yi-Ping Hoa, *","Guangyao Chenga, †, Luoquan Lia, †, Weilun Liub, †, Silin Zhongb, Yi-Ping Hoa",v7_pdf_cleaned,yes
0213,Fabrication of 3D Porous Sensors on Curved Surfaces Using Shear-Thinning Inks,"M. Kang, J. Lim","Minseong Kang, Jongkyeong Lim",v6_fallback_cleaned,yes
0418,Artificial Tactile Perceptual Distance Using Mechanoreceptor-Inspired Temporal Response Models,"Ryusuke. Mitobe1, Takashi. Abe1, and Masayuki. Sohgawa1","Ryusuke Mitobe, Takashi Abe, Masayuki Sohgawa",v6_fallback_cleaned,yes
0413,FET-based Biosensor for Detection of Acute Respiratory Distress Syndrome,"Ping-Hua Cheng 1, Yu-Chuan Chang 1, Yu-Jui Fan2, Horn-Jiunn Sheen1","Ping-Hua Cheng, Yu-Chuan Chang, Yu-Jui Fan, Horn-Jiunn Sheen",v7_pdf_cleaned,yes
0252,Design of a High Voltage MEMS Oscillator for Sensing and Computing Application,"En Yu Chen, Hao-Chiao Hong, Yi Chiu","En Yu Chen, Hao-Chiao Hong, Yi Chiu",v7_pdf_cleaned,no
0434,Deformability Cytometry for Noninvasive High-throughput Characterization of Cells,Megan Yi-Ping Ho,Megan Yi-Ping Ho,v7_pdf_cleaned,no
0235,"Tri-Layer Soft-Rigid Stretchable Substrates for Direct Fabrication Stretchable Electronics Device Shusuke Yamakoshi [1], Fumika Nakamura [1], Sho Sato [1], Yuji Isano [1], Yutaka Isoda [1],","Ryosuke Matsuda1, Naoko Namba3, Tsuyoshi Sekitani3,4, Takafumi Uemura3,5 and Hiroki Ota1,2,6","Ryosuke Matsuda, Naoko Namba, Tsuyoshi Sekitani, Takafumi Uemura, Hiroki Ota",v7_pdf_cleaned,yes
0424,Automated Adaptive Feature Extraction for Microfluidic Droplet Voiceprint Monitoring via Heuristic Optimization,"Yi-Lun Lan1, and Chia-Hung Tsai2","Yi-Lun Lan, Chia-Hung Tsai",v7_pdf_cleaned,yes
0227,Microfluidic Platform for Non-Destructive Mechanical Characterization of Growing Roots Using Controlled Osmotic Loading,"H. Hida1, T. Hamada1, S. Fukui1, I. Kanno1, and M. Notaguchi2","Hirotaka Hida, Taiki Hamada, Shoyo Fukui, Isaku Kanno, Michitaka Notaguchi",v6_fallback_cleaned,yes
0338,"Spring-Terminated Cantilever Structure: Modelling, Design and Fabrication","Ismaeel Shah1 , Aron Michael1 , Hemanshu Pota2","Ismaeel Shah, Aron Michael, Hemanshu Pota",v7_pdf_cleaned,yes
0309,Novel Deposition Technique for Fabricating Films with Customized Thickness Profiles,"Chi-Yung Hsieh, Yu-Chi Lin, Xuan-Shan Huang, Jing-Ting Lin, and Cheng-Sheng Huang","Chi-Yung Hsieh, Yu-Chi Lin, Xuan-Shan Huang, Jing-Ting Lin, Cheng-Sheng Huang",v7_pdf_cleaned,yes
0390,"Magnetic-Piezoelectric MEMS Based 3-Axial Magnetic Sensor for DC, AC 60 Hz, and AC Resonating Magnetic Field Applications",Yu-En Tsai1、Hao Duan1、Che-Wei Lin1、Tien-Kan Chung1、2*,Yu-En Tsai、Hao Duan、Che-Wei Lin、Tien-Kan Chung、,v7_pdf_cleaned,yes
0262,Flows Driven in Biomimetic Fluidic Device with Decoupled Features of Small Intestinal Tract,"Kazuki Komatsu1, Satoru Kuriu2, Naoyuki Yamamoto3, and Tadashi Ishida4","Kazuki Komatsu, Satoru Kuriu, Naoyuki Yamamoto, Tadashi Ishida",v7_pdf_cleaned,yes
0388,An Equivalent Circuit Model for Analyzing Nonlinear Phenomena in a NEMS resonator,"Kyosuke Tokuno1 , Yoshishige Tsuchiya2 , and Daisuke Yamane1,3","Kyosuke Tokuno, Yoshishige Tsuchiya, Daisuke Yamane",v7_pdf_cleaned,yes
0339,Ultra-thin Piezoelectric Micromachined Ultrasound Transducer Based on Silicon-on-Nothing Structure,"Z. Tang, A. Vergara, and S. Tanaka","Zhengnan Tang, Andrea Vergara, Shuji Tanaka",v6_fallback_cleaned,yes
0402,A Quasi-Zero Stiffness MEMS Resonator with Electrically Tunable Nonlinearity,"Tongtian Zhang1, Junhui Wu1, Xinchen Wan1, and Guangya Zhou1","Tongtian Zhang, Junhui Wu, Xinchen Wan, Guangya Zhou",v7_pdf_cleaned,yes
0294,UV Laser-Enhanced Yield Improvement of Dinuclear Zn(II) Complexes in a Microfluidic Platform,"Daiki Tanaka1,2, Masashi Kobayashi1, Risa Fujita2, Takashiro Akitsu3, Takashi Tanii1,2, Shuichi Shoji2, and Masahiro Furuya1,2","Daiki Tanaka, Masashi Kobayashi, Risa Fujita, Takashiro Akitsu, Takashi Tanii, Shuichi Shoji, Masahiro Furuya",v7_pdf_cleaned,yes
0362,Arrays of Neuronal Spheroids and Measurement of Neural Activity,"Yuto Sato1, Midori Kato-Negishi2, Yuya Sato1, Takashi Tanii1, and Yuya Morimoto1","Yuto Sato, Midori Kato-Negishi, Yuya Sato, Takashi Tanii, Yuya Morimoto",v7_pdf_cleaned,yes
0358,Wrinkle-free SiO2 Membrane Fabrication for Soft X-Ray Analysis,"A. Mizushima* 1, Y. Nagayama*2, T. Nagata2, K. Inoue2, T. Kimura2 and Y. Mita1","Ayako Mizushima, Yuuichi Nagayama, Takashi Nagata, Keiichi Inoue, Takashi Kimura, Yoshio Mita",v6_fallback_cleaned,yes
0454,Innovative Thermomagnetic Ultra-Thick Film Based Target Demonstrating a Wireless Electromagnetic Induction Heating and Temperature Measurement of Lung Lesions,"Yi-Hsien Wu1#, Ching-Kai Lin2,3,4#, Chen-Wei Chang1, Chin-Chung Chen1, Shu-Chung Lee1, Yun-Chien Cheng1, Tien-Kan Chung1,5*","Yi-Hsien Wu#, Ching-Kai Lin, #, Chen-Wei Chang, Chin-Chung Chen, Shu-Chung Lee, Yun-Chien Cheng, Tien-Kan Chung",v7_pdf_cleaned,yes
0247,UiO-66 MOF-Integrated Microarrays for Multiplexed and High-Throughput Detection of Cancer Biomarkers,"Yi-Syuan Zeng, Hung-Wei Yang*","Yi-Syuan Zeng, Hung-Wei Yang",v7_pdf_cleaned,yes
0353,On-Chip Chemical Control of the Gaseous Microenvironment for Root Growth Using an Integrated Micromixer,"T. Fukunaga1, M. P. Beier2, I. Kanno1, and H. Hida1","Tsubasa Fukunaga, Marcel Beier, Isaku Kanno, Hirotaka Hida",v6_fallback_cleaned,yes
0165,Micro-Volume Viscosity Measurement by Janus Particle-Based Rotational Diffusometry Combining Deep Learning,"Soumyajit Podder1, Tatsuhito Hasegawa2, and Han-Sheng Chuang1","Soumyajit Podder, Tatsuhito Hasegawa, Han-Sheng Chuang",v7_pdf_cleaned,yes
0205,Application and Therapeutic Evaluation of Folic Acid–Modified Boric Acid– Poly(vinyl alcohol) Nanodrugs for Boron Neutron Capture Therapy of Pancreatic Cancer,"Chi-Heng. Lee1, Chu-Yi Tang 1, and Fan-Gang Tseng *1,2","Chi-Heng. Lee, Chu-Yi Tang, Fan-Gang Tseng",v7_pdf_cleaned,yes
0217,Wet Bulk Micromachining of Borofloat Glass Wafers Using Ni Thin- Film/Photoresist Masks,"Vishal Sahu*, Priyanka Dewangan, and Prem Pal","Vishal Sahu, Priyanka Dewangan, Prem Pal",v7_pdf_cleaned,yes
0283,Sensitivity of LSPR Sensor using Gold Nanotriangles Synthesized with Microfluidics,"Y. Xie 1, M. Hamamoto 2, and H. Yagyu 1,2","Yifeng Xie, Mao Hamamoto, Hiromasa Yagyu",v6_fallback_cleaned,yes
0312,Moiré Pattern Vision-Based Tactile Sensor: A Robust Solution for Multidirectional Force Detection and Object Recognition,"Gandha Satria Adi1, Yongrok Jeong2, and Inkyu Park1,*","Gandha Satria Adi, Yongrok Jeong, Inkyu Park",v7_pdf_cleaned,yes
0150,Omnidirectional Spiral Surface Acoustic Wave–Driven Rapid Immunofluorescence Intensification via Porous Hydrogel Microbeads,"Chun-Jui Chen1, a, Wei Hsiang Chou 1, b, Jaesung Kwon 2, c, Han-Sheng Chuang1, *","Chun-Jui Chen, Wei Hsiang Chou, Jaesung Kwon, Han-Sheng Chuang",v7_pdf_cleaned,yes
0152,Prognostic Value of Circulating Hybrid Cells and P-score in Colorectal Cancer: An Analysis via HD-SACA System,"Hsiang-Wei Liu1, Po-Cheng Liu1, Jie-Yu Liu1 , Chun-Chi Lin2 , Fan-Gang Tseng*1,3","Hsiang-Wei Liu, Po-Cheng Liu, Jie-Yu Liu, Chun-Chi Lin, Fan-Gang Tseng",v7_pdf_cleaned,yes
0279,Enhanced Sensitivity of Flexible Laser-Induced Graphene Pressure Sensors via Hilbert-Curve Patterning for Smart Fitness Applications,"Y. C. Lin1, J. T. Wu3, H. F. Lin2, Y. W. Lu 1","Yu-Chun Lin, Yen-Wen Lu, Hsin-Fu Lin, Jason Tung Wu",v6_fallback_cleaned,yes
0360,Suppression of Rubidium Loss During Thermal Decomposition in MEMS Vapor Cells Using Thin ALD-AL₂O₃ Layers,"S. Kiyose1, T. Tsuchiya1, and Y. Hirai2","Shun Kiyose, Toshiyuki Tsuchiya, Yoshikazu Hirai",v6_fallback_cleaned,yes
0372,Acupuncture Needle-Based Conformal Sensor Platform for Deep-Tissue Oxygen Monitoring,"Yeju Seo¹, Inkyu Park¹*","Yeju Seo, Inkyu Park",v7_pdf_cleaned,yes
0219,Hetero-Core Fiber Optic Localized Surface Plasmon Resonance Sensor for Evaluating the Concentration of Glucose in Aqueous Samples,"D. Banerjee1, and M. Nishiyama1","Deepro Banerjee, Michiko Nishiyama",v6_fallback_cleaned,yes
0291,A SiC Thin-film Heat Flux Sensor with Microsecond Response for Extreme High Temperature Exposure Up To 1500 °C,"Y. Zhu1,2, Z. Ye1,2, A. Yi1, Z. Lu1, H. Zhou1, Y. Wang1, X. Ou1 and T. Li1","Yue Zhu, Zhiwei Ye, Ailun Yi, Zhongming Lu, Hong Zhou, Yi Wang, Xin Ou, Tie Li",v6_fallback_cleaned,yes
0369,Fabrication of Aerogel-Based Transparent Haze Film for Enhanced Forward Light Scattering and Passive Radiative Cooling in Solar Cells,G. W. Lee and J. Choi*,"Gyeongwan Lee, Jungwook Choi",v6_fallback_cleaned,yes
0370,Charge-Modulated Conductance and Synaptic Behavior in Gr/h-BN/WSe2 van der Waals Transistors,"Jing-Wei Wang 1, Yen-Fu Lin 2, and Shu-Ping Lin 3,4*","Jing-Wei Wang, Yen-Fu Lin, Shu-Ping Lin",v7_pdf_cleaned,yes
0377,Verification of Detection Depth Control in Skin Moisture Monitoring Using Narrow-gap Interdigitated Electrode Sensors,"H. Ito, Y. Sakaue, H. Ishizuka, and O. Oshiro","Hisashi Ito, Yusuke Sakaue, Hiroki Ishizuka, Osamu Oshiro",v6_fallback_cleaned,yes
0253,Ring-width regulated Underfocus Real-Time Deformability Cytometry,"Qinru XIAO1, Guangyao CHENG1, Kuan Wen Lou1, and Yi-Ping HO1","Qinru XIAO, Guangyao CHENG, Kuan Wen Lou, Yi-Ping HO",v7_pdf_cleaned,yes
0300,Roberval-Type Load Cell with a Directly Formed Piezoresistor by LASER Annealing,"Tatsuki Ono1, Rihachiro Nakashima1, Soya Sato1, Masahiro Fukuta1 and Hidetoshi Takahashi1","Tatsuki Ono, Rihachiro Nakashima, Soya Sato, Masahiro Fukuta, Hidetoshi Takahashi",v7_pdf_cleaned,yes
0368,Development of a Clinically Reliable Platform for Noninvasive Sweat Glucose Sensing,"Hsiu-Pen Lin, Yi-Ning Yeh, Pei-An Chen, and Bor-Ran Li","Hsiu-Pen Lin, Yi-Ning Yeh, Pei-An Chen, Bor-Ran Li",v7_pdf_cleaned,yes
0379,Reliable Single-Molecule-Level DNA Base Identification by Combining Weighted Peak Scoring and Machine Learning Analysis of SERS Spectra,"M. Taguchi1, Y. Ogura1, S. Yotsuzuka1, H. Honma1, K. Sugano1,2, and Y. Isono1","Makoto Taguchi, Yuta Ogura, Shintaro Yotsuzuka, Hiroaki Honma, Koji Sugano, Yoshitada Isono",v6_fallback_cleaned,yes
0406,Fabrication and Integration of a 3D Micro-Lattice Electrode for Microfluidic Enzymatic Systems,"Satoshi Amaya1, Mizuki Maeda2, Hirotaka Sugiura1, Fumihito Arai1, and Hiroaki Sakamoto2","Satoshi Amaya, Mizuki Maeda, Hirotaka Sugiura, Fumihito Arai, Hiroaki Sakamoto",v7_pdf_cleaned,yes
0157,Nanoscale 3D Printing of Selectively Silicon-Nanocrystal-Functionalized Silica Glass Structures,"Chao-Yuan Tan, Po-Han Huang","Chao-Yuan Tan, Po-Han Huang",v7_pdf_cleaned,no
0344,A Temperature-compensated Liquid-metal Flexible Strain Sensor Integrated into a Microfinger for Tactile Sensing under Temperature Variations,"Kensei Hara1, Yuto Hori1, and Satoshi Konishi1","Kensei Hara, Yuto Hori, Satoshi Konishi",v7_pdf_cleaned,yes
0380,"Battery-Free, Wireless Multi-Axial Sensor Array for Continuous Pressure and Shear Monitoring at the Skin-Cast Interface","Jiwon Moon1, Hyeonseok Han1, Seokjoo Cho1, and Inkyu Park1","Jiwon Moon, Hyeonseok Han, Seokjoo Cho, Inkyu Park",v7_pdf_cleaned,yes
0394,Synchronization in Duffing MEMS Resonators and Chaos-Based Encryption,"Zheng Zhang1, Junhui Wu1, and Guangya Zhou1","Zheng Zhang, Junhui Wu, Guangya Zhou",v7_pdf_cleaned,yes
0416,Nanostructured Biosensing Platforms for Rapid Diagnosis of Swine Viral and Bacterial Diseases,"Yi-Jing Liao 1+ and Shu-Ping Lin 2, 3, *","Yi-Jing Liao +, Shu-Ping Lin",v7_pdf_cleaned,yes
0248,Transdermal Microneedle Tyrosinase Sensor Based on Phenylboronic Acid- Modified Pt-mSiO₂ Nanorods for Early Melanoma Detection,Chien-Pin Wang and Hung-Wei Yang*,"Chien-Pin Wang, Hung-Wei Yang",v7_pdf_cleaned,yes
0391,Advancing BNCT Precision Medicine Through Accelerated Aptamer Selection and AI-Driven Data Mining for High-Sensitivity Boronophenylalanine Monitoring,"Yi-Fang Wu¹, Yi-Te She¹, Yu-Lin Wang¹ ² ³*","Yi-Fang Wu, Yi-Te She, Yu-Lin Wang",v7_pdf_cleaned,yes
0393,Extracellular Potential Recording of Innervated Cultured Skin Using Flexible Parylene Electrodes,"Koji Shibata1, Midori Kato-Negishi2, and Yuya Morimoto1","Koji Shibata, Midori Kato-Negishi, Yuya Morimoto",v7_pdf_cleaned,yes
0395,AI-Driven Process-Tolerant BioFET Sensing Model for Precise Biliary Atresia Diagnosis of Infants with a Single Drop of Blood,"Chia Kai Lin1, Yu-Lin Wang1, 2, *","Chia Kai Lin, Yu-Lin Wang",v7_pdf_cleaned,yes
0409,Rapid Quantification of Short-Chain Fatty Acids in Human Fecal Samples via Dual-Mechanism Electrochemical Sensing and Artificial Neural Networks,"Bing-Chen Gu1, Zhi-Xuan Lin2, Zhung-Wen Yeh2, Chia-Che Wu1,2,3*","Bing-Chen Gu, Zhi-Xuan Lin, Zhung-Wen Yeh, Chia-Che Wu",v7_pdf_cleaned,yes
0415,Development of a Microfluidic Platform for Bone Substitute Degradation Evaluation Incorporating Dynamic Squeezing Stimulation and Impedance Monitoring,"J. Y. Huang1, B. R. Tu1, and C. H. Huang1*","Jun-Yi Huang, Bo-Ren Tu, Chun-Hao Huang",v6_fallback_cleaned,yes
0420,NH₂-Functionalized MIL-101(Fe) Metal–Organic Frameworks as an Efficient Signal-Enhancing Interface for Electrochemical Aptasensing of Vibrio harveyi,"Rajesh Kumar Raghav1, Chia-Yu Hsieh2, and Ching-Chou Wu1,3,*","Rajesh Kumar Raghav, Chia-Yu Hsieh, Ching-Chou Wu",v7_pdf_cleaned,yes
0426,"Multifunctional Nanostructured Biosensor Platform Integrating Electrical,","Optical Transduction Mechanisms Hung-Hsiang Wang 1, Yu-Quan Chen1, and Chih-Ting Lin 1","Optical Transduction Mechanisms Hung-Hsiang Wang, Yu-Quan Chen, Chih-Ting Lin",v7_pdf_cleaned,yes
0436,Print-Pause-Print Adaptation in Digital Light Processing 3D-Printing for Efficient Fabrication of Cell Culture and Monitoring Devices,"Phong V. Lam1, Huei-Wen Chen2,3, Pai-Shan Chen2, and Pin-Chuan Chen1","Phong V. Lam, Huei-Wen Chen, Pai-Shan Chen, Pin-Chuan Chen",v7_pdf_cleaned,yes
0455,Sweat Ion Sensor Based on an Ultra-Thin In₂O₃ Field-Effect Transistor,"Jheng-Ru Wu1, Yu-Ta Chen2, and Chien-Fu Chen1, 2, 3","Jheng-Ru Wu, Yu-Ta Chen, Chien-Fu Chen",v7_pdf_cleaned,yes
0457,Development and Validation of a Mechanical Sector-Scanning High-Frequency Ultrasound Imaging System for Curved Nail Unit Structures,"Shing-You Chou1, Jian-Xing Wu1","Shing-You Chou, Jian-Xing Wu",v7_pdf_cleaned,yes
0346,An Investigation into Size and Shape Effects on Al2O3-ISFET Performance,"Chen-Chieh Tu1, Tsung-Yang Chen2, Feng-Cheng Chao2, Pei-Yu Lin3 and Chih-Ting Lin3","Chen-Chieh Tu, Tsung-Yang Chen, Feng-Cheng Chao, Pei-Yu Lin, Chih-Ting Lin",v7_pdf_cleaned,yes
0366,Surface Modification-Based Electrode Electrochemical Sensing of Sodium Dodecyl Sulfate with Molecularly Imprinted Polypyrrole Films,"Abbey V. Franco1, Dharmatov R. Albano1,2,3","Abbey Franco, Dharmatov Albano",v6_fallback_cleaned,yes
0386,Defect-Rich Bimetallic Layered Double Hydroxide/Graphene Nanohybrids for Voltammetric Determination of Veterinary Antibiotics in Complex Matrices,"Chen-Ho Wua, Francis Packiaraj Don Disouza a, Gomathi Balasubramaniyan Tamil Prabhakaran a, Shen-Ming Chen a*","Chen-Ho Wua, Francis Packiaraj Don Disouza, Gomathi Balasubramaniyan Tamil Prabhakaran, Shen-Ming Chen",v7_pdf_cleaned,yes
0404,Development and Investigation of Highly Selective Chemoresistive Sensing Materials for Aldehyde Gas Detection,"Hui-Tzu Chang1, Yun-Shan Tsai2, Chung-Wei Kung2, and Shih-Han Wang1*","Hui-Tzu Chang, Yun-Shan Tsai, Chung-Wei Kung, Shih-Han Wang",v7_pdf_cleaned,yes
0451,Arc Filament Generated Plasma Ion Source Using a Cigarette Ignition Coil for Mass Spectrometry Applications,"Yun-Hsin Shih1, and Che-Hsin Lin1, 2","Yun-Hsin Shih, Che-Hsin Lin",v7_pdf_cleaned,yes
0270,A Solvent-Free Photoresist Transfer Approach for Micropattern Fabrication,"Na Yoon Kim1, 2, Kyeong Jun Park1, 2, Ho Hyun Keum2, and Hoe Joon Kim1","Na Yoon Kim, Kyeong Jun Park, Ho Hyun Keum, Hoe Joon Kim",v7_pdf_cleaned,yes
0271,Investigation of the Impact of Substrate Grating Structures on Contact Resistance in Graphene-based Field Effect Transistor,"Wei-Yu Long1*, Yan-Yi Lin 2, Po-Han Shia 2, and Chih-Ting Lin2","Wei-Yu Long, Yan-Yi Lin, Po-Han Shia, Chih-Ting Lin",v7_pdf_cleaned,yes
0277,Surface Zeta Potential and Time-Dependent Changes of Plasma-Activated Silicon Wafers for Direct Bonding,"Yukio Suzuki1, Joji Kato2, Yuta Karasumi2, Tatsuya Matsumoto1, Junxiao Shen1, Shuji Tanaka1","Yukio Suzuki, Joji Kato, Yuta Karasumi, Tatsuya Matsumoto, Junxiao Shen, Shuji Tanaka",v7_pdf_cleaned,yes
0311,Preparation of Nanoclusters-supported on Titanium Oxide by Colloidal Immobilized Method,"Q. Lai1, Z. Zhang1, and H. Yagyu1","Qinzheng Lai, Zichen Zhang, Hiromasa Yagyu",v6_fallback_cleaned,yes
0343,Ammonia Gas Detection Using a Hetero-Core Optical Fiber Sensor Coated with Layer-by-Layer Deposited PDDA/TSPP Film,"T. Kawasaki1, M. Kuroiwa1, K. Kikuchi1, M. Nishiyama1, K. Watanabe1, and J. Ida1","Toshiyuki Kawasaki, Masahiko Kuroiwa, Kodai Kikuchi, Michiko Nishiyama, Kazuhiro Watanabe, Junichi Ida",v6_fallback_cleaned,yes
0398,Optimization of Growth Parameters and Microstructural Properties of AlN Films on Sapphire Deposited by HiPIMS,"Chih-Jou Tseng , Ya-Hsuan Chen , Chih-Yang Huang and Ray-Hua Horng","Chih-Jou Tseng, Ya-Hsuan Chen, Chih-Yang Huang, Ray-Hua Horng",v7_pdf_cleaned,yes
0335,Integrated Microfluidic Circuit with Block Diagrams in MATLAB,"Yung-Hsiang Chang1, Kyojiro Morikawa1,2,3,4, Takehiko Kitamori1,2,4,5, and Chihchen Chen1,2","Yung-Hsiang Chang, Kyojiro Morikawa, Takehiko Kitamori, Chihchen Chen",v7_pdf_cleaned,yes
0363,Rheological Behavior Analysis and Mechanical Phenotyping Study of Cells Passing Through Microchannels Based on Finite Element Method,"Yuhang Li1, Yaoqiang Liu1, Xiaoling Hu1,2, and Kui Song1,2","Yuhang Li, Yaoqiang Liu, Xiaoling Hu, Kui Song",v7_pdf_cleaned,yes
0412,Microchamber-Based Digital PCR for The Detection of COVID-19 Virus,"Chang-Fu Huang1 and Yen-Heng Lin1,2,*","Chang-Fu Huang, Yen-Heng Lin",v7_pdf_cleaned,yes
0316,Nano-Grating-Assisted Integration of SPR and SERS for Advanced Plasmonic Sensing,"Nan-Fu Chiu1,2*, Yong-Ai Wu1, I-Ju Chen1 and Devi Taufiq Nurrohman1","Nan-Fu Chiu, Yong-Ai Wu, I-Ju Chen, Devi Taufiq Nurrohman",v7_pdf_cleaned,yes
0431,Design of Monolithic Optical Engine on GaN-on-Silicon Platform,"Y. Hsu1, Y. Chen1, H. Hsieh1 and C. Liou1","Yu-Chia Hsu, Yu-Wei Chen, Hui-Chi Hsieh, Cheng-Shiun Liou",v6_fallback_cleaned,yes
0119,Design and Implementation of Piezoelectric MEMS Audio Transducer with Parylene for Acoustic Performance Improvement,"Zih-Song Hu1, Yu-Chen Chen2 and Weileun Fang1,2,3","Zih-Song Hu, Yu-Chen Chen, Weileun Fang",v7_pdf_cleaned,yes
0302,"Simultaneous Measurement System of MRI, Endoscopic RGB Imaging, and Mechanical Force for Biological Observation","Reki Mukasa1, and Tetsuji Dohi1","Reki Mukasa, Tetsuji Dohi",v7_pdf_cleaned,yes
0322,A Eco-friendly and Wearable Biomechanical Sensor Design based on Triboelectrification,"S. M. Huang1, and P. K. Yang1","Shih-Min Huang, Po-Kang Yang",v6_fallback_cleaned,yes
0347,Evaluation of Frequency Response Characteristics of Cylindrical Hollow Hetero-core Optical Fiber Beam Accelerometer,"Hiroki.Kadotani1, A. Hirose1, and M. Nishiyama1","Hiroki Kadotani, Atsuki Hirose, Michiko Nishiyama",v6_fallback_cleaned,yes
0350,Nonplanar-Feeding Microwave Fluidic Sensor for Density Identification of Ethanol-Water Solutions,C. -P Chang and C. -H. Liu,"Chen-Pu Chang, Chien-Hao Liu",v6_fallback_cleaned,yes
